code,name,market,foreign_net,sitc_net
2317,鴻海,TSE,22635286,2099832
2884,玉山金,TSE,22050561,2710114
2002,中鋼,TSE,19355221,-46000
2812,台中銀,TSE,18115924,0
2618,長榮航,TSE,19824202,-3504142
2634,漢翔,TSE,14423408,-5000
2885,元大金,TSE,23763184,-5553385
2615,萬海,TSE,13922398,131758
2801,彰銀,TSE,965853,12929000
1402,遠東新,TSE,12926429,19954
2609,陽明,TSE,12481902,-590
3576,聯合再生,TSE,11742712,0
2324,仁寶,TSE,10348772,113231
2883,凱基金,TSE,7286913,3125160
2882,國泰金,TSE,12384602,-1619366
5880,合庫金,TSE,10027726,25000
2603,長榮,TSE,10551368,-1359994
2610,華航,TSE,6223978,2727000
1314,中石化,TSE,8491941,0
3045,台灣大,TSE,10647424,-2373001
2412,中華電,TSE,8347560,-233633
2356,英業達,TSE,11432087,-4141725
2382,廣達,TSE,5936494,969697
2353,宏碁,TSE,10215105,-3509910
3231,緯創,TSE,8143909,-1713815
1101,台泥,TSE,7359585,-32000
2891,中信金,TSE,7090012,-1412884
2886,兆豐金,TSE,-3030954,7391549
2892,第一金,TSE,-2391577,8637313
2312,金寶,TSE,6020978,0
2330,台積電,TSE,4975729,973707
5876,上海商銀,TSE,7655027,-1953000
8112,至上,TSE,5777380,-171000
1810,和成,TSE,5735121,0
2646,星宇航空,TSE,5462835,0
1102,亞泥,TSE,4897884,-4753
5871,中租-KY,TSE,2556120,2785000
3706,神達,TSE,3419086,1392000
2890,永豐金,TSE,-7225992,11795360
2027,大成鋼,TSE,4102195,149000
2880,華南金,TSE,-7097622,8414000
4904,遠傳,TSE,5125255,-1922091
2881,富邦金,TSE,1636773,2065182
2208,台船,TSE,3299200,0
1605,華新,TSE,2692886,-14366
2867,三商壽,TSE,3311000,0
2897,王道銀行,TSE,2994692,0
4938,和碩,TSE,4772587,-2165000
1312,國喬,TSE,2705801,0
2606,裕民,TSE,3426170,-727000
2377,微星,TSE,1483329,680000
4763,材料*-KY,TSE,2111282,10000
2357,華碩,TSE,2890016,-487064
2371,大同,TSE,2547341,-16000
2889,國票金,TSE,2471000,0
1718,中纖,TSE,789150,1441000
3026,禾伸堂,TSE,2107684,321000
2630,亞航,TSE,2008000,0
2347,聯強,TSE,4173091,-2239000
8422,可寧衛*,TSE,2084335,0
2006,東和鋼鐵,TSE,1961117,-39000
2836,高雄銀,TSE,1830100,0
2633,台灣高鐵,TSE,1763395,68000
2915,潤泰全,TSE,1782503,0
9933,中鼎,TSE,1834352,-9400
2385,群光,TSE,2756035,-1094443
9907,統一實,TSE,3129000,-1478000
6505,台塑化,TSE,1556110,0
2301,光寶科,TSE,855483,79049
1434,福懋,TSE,1536450,0
