code,name,market,foreign_net,sitc_net
2618,長榮航,TSE,45290931,-2289819
1301,台塑,TSE,37604287,-10000
3481,群創,TSE,37538088,-6181230
1402,遠東新,TSE,22684364,605254
2891,中信金,TSE,18799077,3201567
2887,台新新光金,TSE,-1307945,11563015
1326,台化,TSE,13945417,42000
2883,凱基金,TSE,2989301,2345338
6505,台塑化,TSE,11284340,-6627
3576,聯合再生,TSE,11112728,0
8039,台虹,TSE,10613132,0
2884,玉山金,TSE,2306328,2188649
3045,台灣大,TSE,7364225,667867
2027,大成鋼,TSE,8302919,-8000
5876,上海商銀,TSE,4260052,1763000
6116,彩晶,TSE,8803671,0
2867,三商壽,TSE,5690000,0
2633,台灣高鐵,TSE,4055478,2040000
2303,聯電,TSE,15733355,-660818
3034,聯詠,TSE,5435218,364596
5880,合庫金,TSE,2992937,449773
2484,希華,TSE,4942720,0
1718,中纖,TSE,2291000,0
3532,台勝科,TSE,308546,4056000
2880,華南金,TSE,-3398717,1587024
2002,中鋼,TSE,4197916,-36000
3231,緯創,TSE,2463559,385107
2347,聯強,TSE,2138149,626000
6213,聯茂,TSE,3988829,70000
2367,燿華,TSE,4478962,0
2472,立隆電,TSE,4463837,-578000
2886,兆豐金,TSE,-4302202,2199784
2426,鼎元,TSE,3734157,0
4904,遠傳,TSE,1307671,783909
2845,遠東銀,TSE,3127736,-8000
2408,南亞科,TSE,-19906,2111847
2105,正新,TSE,1723465,294000
2892,第一金,TSE,1189567,506320
2601,益航,TSE,2918001,0
9945,潤泰新,TSE,2689530,0
3042,晶技,TSE,3298163,0
1709,和益,TSE,2416850,0
2355,敬鵬,TSE,2615079,0
2375,凱美,TSE,2528230,0
3714,富采,TSE,2271615,0
2481,強茂,TSE,5496070,-2756000
2485,兆赫,TSE,2263838,0
8261,富鼎,TSE,2105102,0
1711,永光,TSE,1992000,0
2493,揚博,TSE,2110231,-92000
1568,倉佑,TSE,1795007,0
4958,臻鼎-KY,TSE,-296521,2361907
2492,華新科,TSE,2941731,-2472000
6443,元晶,TSE,1675204,0
2603,長榮,TSE,1174676,-317807
3048,益登,TSE,1643202,0
2542,興富發,TSE,311513,1183000
6142,友勁,TSE,1542552,0
2316,楠梓電,TSE,1446051,13000
6271,同欣電,TSE,2292859,-615000
2615,萬海,TSE,1443567,13421
2630,亞航,TSE,958423,0
3550,聯穎,TSE,1437030,0
2890,永豐金,TSE,-3678658,1083893
5871,中租-KY,TSE,680521,147000
2478,大毅,TSE,1374981,12000
2357,華碩,TSE,963886,106534
