code,name,market,foreign_net,sitc_net
2883,凱基金,TSE,55069724,1251114
2317,鴻海,TSE,49858145,3505375
2887,台新新光金,TSE,48157669,2286702
2618,長榮航,TSE,40012546,458000
2610,華航,TSE,37781188,389000
5880,合庫金,TSE,25973950,844632
2890,永豐金,TSE,22905111,2455364
2885,元大金,TSE,21574290,2329864
2330,台積電,TSE,13780099,7063889
2834,臺企銀,TSE,20791001,47000
3231,緯創,TSE,18281364,3193621
2867,三商壽,TSE,19288100,0
2324,仁寶,TSE,21202376,222000
2891,中信金,TSE,17300604,2321476
2882,國泰金,TSE,16253308,2237148
2884,玉山金,TSE,17607359,1548639
2892,第一金,TSE,13217976,1017073
2409,友達,TSE,12925267,274000
1605,華新,TSE,13470110,33000
1402,遠東新,TSE,13943097,18000
1216,統一,TSE,11772272,297433
2353,宏碁,TSE,11597172,123000
2845,遠東銀,TSE,11975800,2000
2881,富邦金,TSE,7426191,3198306
2886,兆豐金,TSE,6829692,2744738
2002,中鋼,TSE,8568856,132000
2412,中華電,TSE,6775171,1639208
2880,華南金,TSE,-117418,5814999
9945,潤泰新,TSE,7356583,0
3045,台灣大,TSE,5165819,1491610
5876,上海商銀,TSE,6486283,10000
2801,彰銀,TSE,6151990,161000
2609,陽明,TSE,5305502,-3000
2347,聯強,TSE,7153411,75000
2354,鴻準,TSE,4903995,42000
4904,遠傳,TSE,3280976,1671997
2357,華碩,TSE,4073534,156926
2301,光寶科,TSE,4184237,-1000
2889,國票金,TSE,4431096,0
1504,東元,TSE,3866591,24000
2313,華通,TSE,3086358,792000
3005,神基,TSE,3539627,52000
2385,群光,TSE,4074602,84000
1102,亞泥,TSE,3285415,34000
2646,星宇航空,TSE,3047907,9000
2897,王道銀行,TSE,3367844,0
2105,正新,TSE,2841494,10000
2451,創見,TSE,2646913,196000
8271,宇瞻,TSE,2752953,1000
1101,台泥,TSE,2275767,87000
6005,群益證,TSE,2797772,21000
2356,英業達,TSE,2133286,166000
2915,潤泰全,TSE,2562215,0
3029,零壹,TSE,2467406,13000
6214,精誠,TSE,2405913,0
2615,萬海,TSE,2012757,4000
2425,承啟,TSE,2282643,5000
2606,裕民,TSE,2212177,0
9904,寶成,TSE,2139983,0
