股票代號,股票名稱,市場,收盤價,5日均線,20日均線,今日融資增減,今日融券增減,近3日融資增減,近3日融券增減,5日均量(張),籌碼診斷,is_squeeze,is_major_fire,is_retail_trap
3591,艾笛森,TSE,20.7,20.96,24.52,709,-10,"(+9, -80, +709)","(+13, -1, -10)",1213,【散戶套牢資 / 留意斷頭】,False,False,True
2610,華航,TSE,20.6,21.02,21.32,675,27,"(+1045, +540, +675)","(+9, -45, +27)",37084,【散戶套牢資 / 留意斷頭】,False,False,True
3532,台勝科,TSE,421.5,442.6,424.79,536,210,"(+385, -2, +536)","(+189, +109, +210)",13969,【散戶套牢資 / 留意斷頭】,False,False,True
2867,三商壽,TSE,9.18,9.24,8.8,396,-2,"(-277, +30, +396)","(+2, -6, -2)",22083,一般資增,False,False,False
2478,大毅,TSE,138.0,139.6,180.31,391,-13,"(+564, -254, +391)","(+2, +27, -13)",5971,【散戶套牢資 / 留意斷頭】,False,False,True
2369,菱生,TSE,34.7,34.87,39.15,341,-11,"(+167, +179, +341)","(+4, +65, -11)",14436,【散戶套牢資 / 留意斷頭】,False,False,True
6116,彩晶,TSE,14.35,14.56,16.85,312,-123,"(+4, -226, +312)","(-542, -1271, -123)",27686,【散戶套牢資 / 留意斷頭】,False,False,True
2481,強茂,TSE,144.5,147.3,183.28,302,-29,"(+448, +1143, +302)","(-5, +78, -29)",20167,【散戶套牢資 / 留意斷頭】,False,False,True
5871,中租-KY,TSE,120.5,121.8,117.47,267,-7,"(+40, +70, +267)","(+0, -1, -7)",13269,一般資增,False,False,False
2484,希華,TSE,69.4,73.28,82.07,262,4,"(+1085, +138, +262)","(-178, +77, +4)",19028,【散戶套牢資 / 留意斷頭】,False,False,True
7777,能率亞洲,OTC,40.0,40.04,40.69,241,12,"(+112, -118, +241)","(-11, +3, +12)",4852,【散戶套牢資 / 留意斷頭】,False,False,True
2527,宏璟,TSE,48.7,49.35,44.19,213,1,"(+87, +256, +213)","(+3, -51, +1)",2544,一般資增,False,False,False
6962,奕力-KY,TSE,32.95,32.96,35.86,213,0,"(-94, -37, +213)","(-2, +1, +0)",2002,【散戶套牢資 / 留意斷頭】,False,False,True
3413,京鼎,TSE,341.0,353.8,339.0,205,-14,"(-25, -475, +205)","(-11, +13, -14)",5237,一般資增,False,False,False
1586,和勤,OTC,18.0,18.04,18.82,185,-162,"(+251, +502, +185)","(-328, -204, -162)",1748,【散戶套牢資 / 留意斷頭】,False,False,True
4904,遠傳,TSE,102.5,103.0,99.57,178,0,"(+231, -177, +178)","(-1, +0, +0)",15363,一般資增,False,False,False
2363,矽統,TSE,57.1,57.38,64.81,177,6,"(+156, +141, +177)","(+7, -7, +6)",7691,【散戶套牢資 / 留意斷頭】,False,False,True
2618,長榮航,TSE,40.85,41.53,41.3,176,29,"(-581, -90, +176)","(+232, -14, +29)",37358,【散戶套牢資 / 留意斷頭】,False,False,True
2845,遠東銀,TSE,13.2,13.33,13.23,153,-4,"(-45, +349, +153)","(-24, +0, -4)",11153,【散戶套牢資 / 留意斷頭】,False,False,True
1905,華紙,TSE,14.15,14.15,15.52,134,-1,"(-118, +385, +134)","(-21, +16, -1)",2556,【散戶套牢資 / 留意斷頭】,False,False,True
1815,富喬,OTC,78.9,79.48,92.95,129,16,"(+674, +378, +129)","(-218, -11, +16)",12600,【散戶套牢資 / 留意斷頭】,False,False,True
2368,金像電,TSE,941.0,943.0,1088.5,122,-21,"(+273, +235, +122)","(+1, -2, -21)",5657,【散戶套牢資 / 留意斷頭】,False,False,True
2889,國票金,TSE,15.65,15.71,15.43,119,1,"(+58, +84, +119)","(+0, -4, +1)",6023,一般資增,False,False,False
1409,新纖,TSE,23.8,24.06,26.58,115,41,"(+406, +201, +115)","(-94, -104, +41)",15799,【散戶套牢資 / 留意斷頭】,False,False,True
3715,定穎投控,TSE,122.5,122.7,148.89,115,54,"(+589, +18, +115)","(+6, +4, +54)",6153,【散戶套牢資 / 留意斷頭】,False,False,True
9934,成霖,TSE,10.65,10.76,10.47,103,0,"(+10, +13, +103)","(+0, +0, +0)",1325,一般資增,False,False,False
9907,統一實,TSE,15.15,15.17,15.23,90,1,"(+8, +69, +90)","(-5, +0, +1)",3917,【散戶套牢資 / 留意斷頭】,False,False,True
2646,星宇航空,TSE,21.25,21.43,21.26,87,48,"(-60, +122, +87)","(+10, -5, +48)",7111,【散戶套牢資 / 留意斷頭】,False,False,True
6269,台郡,TSE,55.7,55.98,62.57,82,1,"(-12, -4, +82)","(-10, +10, +1)",3936,【散戶套牢資 / 留意斷頭】,False,False,True
2061,風青,OTC,52.7,53.08,65.94,80,24,"(-77, -5, +80)","(-11, -2, +24)",2883,【散戶套牢資 / 留意斷頭】,False,False,True
8064,東捷,OTC,111.0,112.5,130.25,77,2,"(+15, -43, +77)","(-194, -42, +2)",3792,【散戶套牢資 / 留意斷頭】,False,False,True
6202,盛群,TSE,56.2,56.92,64.97,67,2,"(+78, +160, +67)","(+51, -46, +2)",3439,【散戶套牢資 / 留意斷頭】,False,False,True
3024,憶聲,TSE,13.25,13.65,12.66,65,-69,"(+41, +670, +65)","(-7, +53, -69)",6140,一般資增,False,False,False
6547,高端疫苗,OTC,46.8,46.83,46.66,64,13,"(+62, -1, +64)","(+11, -8, +13)",1902,一般資增,False,False,False
8042,金山電,OTC,123.5,124.1,163.03,62,-6,"(+345, -32, +62)","(+57, +60, -6)",5142,【散戶套牢資 / 留意斷頭】,False,False,True
4743,合一,OTC,47.9,47.96,51.67,61,0,"(+38, +146, +61)","(-18, -3, +0)",1900,【散戶套牢資 / 留意斷頭】,False,False,True
5488,松普,OTC,14.55,14.84,14.99,57,0,"(+215, +62, +57)","(+0, +0, +0)",2727,【散戶套牢資 / 留意斷頭】,False,False,True
8091,翔名,OTC,247.5,251.7,272.43,55,-34,"(-53, -10, +55)","(-25, -13, -34)",1243,【散戶套牢資 / 留意斷頭】,False,False,True
8182,加高,OTC,40.35,40.73,48.45,51,-3,"(-35, +11, +51)","(-1, +1, -3)",1266,【散戶套牢資 / 留意斷頭】,False,False,True
6757,台灣虎航,TSE,55.5,56.9,59.12,50,0,"(-5, -8, +50)","(-4, -3, +0)",1575,【散戶套牢資 / 留意斷頭】,False,False,True
5439,高技,OTC,249.0,249.1,295.08,50,3,"(-27, +186, +50)","(+0, +10, +3)",2108,【散戶套牢資 / 留意斷頭】,False,False,True
2903,遠百,TSE,22.0,22.25,22.15,48,0,"(-113, +24, +48)","(+0, +0, +0)",2495,【散戶套牢資 / 留意斷頭】,False,False,True
2913,農林,TSE,11.15,11.27,11.19,47,-1,"(-91, +93, +47)","(+0, +1, -1)",2109,【散戶套牢資 / 留意斷頭】,False,False,True
1795,美時,TSE,188.5,189.7,195.97,45,7,"(+50, +71, +45)","(-2, -1, +7)",1766,【散戶套牢資 / 留意斷頭】,False,False,True
2204,中華,TSE,52.0,52.33,52.92,38,4,"(+13, +55, +38)","(+0, +0, +4)",1621,【散戶套牢資 / 留意斷頭】,False,False,True
3059,華晶科,TSE,40.65,41.11,45.88,38,3,"(+61, +89, +38)","(+2, +9, +3)",2442,【散戶套牢資 / 留意斷頭】,False,False,True
3023,信邦,TSE,304.5,306.7,319.77,31,4,"(-6, +2, +31)","(+2, +0, +4)",1573,【散戶套牢資 / 留意斷頭】,False,False,True
1316,上曜,TSE,10.2,10.22,10.37,30,0,"(-12, -31, +30)","(+2, +0, +0)",1590,【散戶套牢資 / 留意斷頭】,False,False,True
2105,正新,TSE,31.2,32.3,31.95,30,9,"(+108, +179, +30)","(+9, -10, +9)",16518,【散戶套牢資 / 留意斷頭】,False,False,True
2412,中華電,TSE,138.0,138.5,135.98,30,-3,"(-150, -339, +30)","(-38, -20, -3)",21244,一般資增,False,False,False
6672,騰輝電子-KY,TSE,231.0,231.6,275.82,27,-13,"(+273, -62, +27)","(+316, +22, -13)",3652,【散戶套牢資 / 留意斷頭】,False,False,True
1319,東陽,TSE,72.9,73.16,75.53,22,-6,"(+102, +84, +22)","(+1, -3, -6)",2477,【散戶套牢資 / 留意斷頭】,False,False,True
1517,利奇,TSE,11.4,11.65,11.03,21,-3,"(+29, -111, +21)","(+0, -8, -3)",3998,一般資增,False,False,False
5608,四維航,TSE,13.65,13.7,14.25,21,0,"(-3, +36, +21)","(-5, +0, +0)",1716,【散戶套牢資 / 留意斷頭】,False,False,True
8289,泰藝,OTC,44.1,45.19,55.44,21,-1,"(-78, +30, +21)","(-14, -21, -1)",1031,【散戶套牢資 / 留意斷頭】,False,False,True
4927,泰鼎-KY,TSE,35.65,35.72,41.41,19,-35,"(+230, -203, +19)","(+5, +20, -35)",3409,【散戶套牢資 / 留意斷頭】,False,False,True
6168,宏齊,TSE,24.1,24.34,27.94,16,-33,"(+49, -6, +16)","(-2, -44, -33)",2037,【散戶套牢資 / 留意斷頭】,False,False,True
4128,中天,OTC,15.2,15.37,16.23,16,1,"(-13, +46, +16)","(-6, +1, +1)",1454,【散戶套牢資 / 留意斷頭】,False,False,True
2547,日勝生,TSE,10.1,10.21,10.37,15,0,"(+153, +23, +15)","(-1, +0, +0)",2732,【散戶套牢資 / 留意斷頭】,False,False,True
2633,台灣高鐵,TSE,25.95,25.96,25.59,15,0,"(+6, -11, +15)","(+0, +1, +0)",4609,一般資增,False,False,False
1528,恩德,TSE,19.65,19.89,22.18,13,12,"(+29, +11, +13)","(-4, +0, +12)",1326,【散戶套牢資 / 留意斷頭】,False,False,True
1513,中興電,TSE,160.0,160.2,166.78,12,-2,"(-52, +8, +12)","(-7, +5, -2)",3865,【散戶套牢資 / 留意斷頭】,False,False,True
1802,台玻,TSE,54.3,54.78,63.64,11,-136,"(-59, +57, +11)","(-345, +244, -136)",23006,【散戶套牢資 / 留意斷頭】,False,False,True
1809,中釉,TSE,38.75,38.95,46.86,11,3,"(+30, +16, +11)","(+0, +0, +3)",1688,【散戶套牢資 / 留意斷頭】,False,False,True
5522,遠雄,TSE,65.9,67.16,65.73,11,1,"(-16, +25, +11)","(+0, +0, +1)",1386,一般資增,False,False,False
6695,芯鼎,TSE,53.0,54.2,56.1,11,4,"(-30, +157, +11)","(+6, -3, +4)",1548,【散戶套牢資 / 留意斷頭】,False,False,True
3221,台嘉碩,OTC,45.15,46.73,55.28,11,-2,"(-93, -44, +11)","(+5, -6, -2)",2490,【散戶套牢資 / 留意斷頭】,False,False,True
1440,南紡,TSE,12.85,12.88,13.21,10,0,"(-13, -175, +10)","(+0, +0, +0)",1798,【散戶套牢資 / 留意斷頭】,False,False,True
1612,宏泰,TSE,31.1,31.21,33.14,10,0,"(-14, +19, +10)","(+0, +0, +0)",1067,【散戶套牢資 / 留意斷頭】,False,False,True
2342,茂矽,TSE,41.25,41.54,49.64,9,-8,"(-30, +24, +9)","(-34, +31, -8)",3208,【散戶套牢資 / 留意斷頭】,False,False,True
8926,台汽電,TSE,64.3,64.74,71.36,9,7,"(+163, +119, +9)","(+4, -2, +7)",3923,【散戶套牢資 / 留意斷頭】,False,False,True
1215,卜蜂,TSE,109.5,109.8,112.0,8,-1,"(+0, +7, +8)","(+0, +0, -1)",1112,【散戶套牢資 / 留意斷頭】,False,False,True
2428,興勤,TSE,250.5,254.8,295.75,8,1,"(+54, -49, +8)","(+5, +3, +1)",1174,【散戶套牢資 / 留意斷頭】,False,False,True
3615,安可,OTC,38.7,39.96,46.33,8,18,"(+105, +157, +8)","(+5, -3, +18)",1055,【散戶套牢資 / 留意斷頭】,False,False,True
1102,亞泥,TSE,32.7,32.91,33.14,7,0,"(-1, +314, +7)","(+0, +0, +0)",17023,【散戶套牢資 / 留意斷頭】,False,False,True
4526,東台,TSE,31.5,31.85,36.9,7,0,"(+41, +2, +7)","(+0, -5, +0)",1687,【散戶套牢資 / 留意斷頭】,False,False,True
4716,大立,OTC,18.15,18.34,21.63,7,-10,"(-9, +224, +7)","(-15, +0, -10)",1147,【散戶套牢資 / 留意斷頭】,False,False,True
2104,國際中橡,TSE,10.45,10.47,10.57,6,0,"(-248, -106, +6)","(-1, -9, +0)",3739,【散戶套牢資 / 留意斷頭】,False,False,True
6265,方土昶,OTC,47.05,47.05,50.81,5,1,"(-41, -26, +5)","(-6, +1, +1)",2080,【散戶套牢資 / 留意斷頭】,False,False,True
1218,泰山,TSE,15.95,16.21,16.88,3,-6,"(+6, +14, +3)","(-10, +6, -6)",1209,【散戶套牢資 / 留意斷頭】,False,False,True
3094,聯傑,TSE,36.85,37.24,39.27,3,-3,"(+165, +55, +3)","(+36, +20, -3)",3074,【散戶套牢資 / 留意斷頭】,False,False,True
4532,瑞智,TSE,24.45,24.58,26.3,3,-1,"(+9, -14, +3)","(+0, +1, -1)",1417,【散戶套牢資 / 留意斷頭】,False,False,True
4105,東洋,OTC,76.2,77.64,77.34,3,0,"(+6, -172, +3)","(+0, +2, +0)",1293,【散戶套牢資 / 留意斷頭】,False,False,True
5392,能率,OTC,41.55,42.09,45.47,3,-2,"(-24, +22, +3)","(+3, +1, -2)",1872,【散戶套牢資 / 留意斷頭】,False,False,True
1455,集盛,TSE,9.01,9.13,9.6,2,0,"(-47, +56, +2)","(-80, +0, +0)",1004,【散戶套牢資 / 留意斷頭】,False,False,True
3162,精確,OTC,66.9,68.02,77.55,2,0,"(-178, -112, +2)","(-3, -2, +0)",1008,【散戶套牢資 / 留意斷頭】,False,False,True
2892,第一金,TSE,34.15,34.21,33.45,1,0,"(-905, +34, +1)","(+0, +0, +0)",37835,一般資增,False,False,False
