股票代號,股票名稱,市場,收盤價,5日均線,20日均線,今日融資增減,今日融券增減,近3日融資增減,近3日融券增減,5日均量(張),籌碼診斷,is_squeeze,is_major_fire,is_retail_trap
4931,新盛力,OTC,215.0,209.3,233.82,265,19,"(-187, +139, +265)","(-6, +18, +19)",3211,【主力點火資】,False,True,True
5291,邑昇,OTC,55.5,52.84,55.83,258,3,"(-45, -28, +258)","(-6, -1, +3)",1302,【主力點火資】,False,True,True
2855,統一證,TSE,44.5,44.32,48.6,253,-3,"(-291, +112, +253)","(-21, +1, -3)",5477,【主力點火資】,False,True,True
2426,鼎元,TSE,58.8,56.92,69.48,248,-16,"(-967, +111, +248)","(-334, +24, -16)",7434,【主力點火資】,False,True,True
3036,文曄,TSE,197.5,193.0,207.6,240,-74,"(-224, +731, +240)","(+28, -152, -74)",7477,【主力點火資】,False,True,True
6209,今國光,TSE,70.0,69.84,77.75,226,1,"(-951, +17, +226)","(-18, -3, +1)",4468,【主力點火資】,False,True,True
6239,力成,TSE,294.0,287.4,314.45,219,20,"(-1777, -293, +219)","(-20, -22, +20)",22058,【主力點火資】,False,True,True
2103,台橡,TSE,24.15,23.78,23.0,216,2,"(-113, +77, +216)","(-10, +0, +2)",8496,【主力點火資】,False,True,False
6669,緯穎,TSE,5500.0,4984.0,4930.0,209,5,"(-165, +19, +209)","(+0, +4, +5)",1653,【主力點火資】,False,True,False
3362,先進光,OTC,156.5,156.4,175.4,209,28,"(-455, +53, +209)","(+29, +53, +28)",2820,【主力點火資】,False,True,True
6139,亞翔,TSE,844.0,820.2,878.7,203,6,"(+110, +35, +203)","(-12, +12, +6)",3464,【主力點火資】,False,True,True
1313,聯成,TSE,12.3,12.22,12.61,199,10,"(-96, -53, +199)","(+0, +47, +10)",5813,【主力點火資】,False,True,True
5347,世界,OTC,171.0,167.1,183.31,187,93,"(-1206, +180, +187)","(-249, -356, +93)",32734,【主力點火資】,False,True,True
6834,天二科技,TSE,100.5,99.5,117.6,186,17,"(-326, +297, +186)","(-35, +40, +17)",5207,【主力點火資】,False,True,True
2312,金寶,TSE,33.0,32.22,33.88,182,-137,"(-957, -991, +182)","(+16, +296, -137)",20922,【主力點火資】,False,True,True
2369,菱生,TSE,36.45,35.9,39.58,179,65,"(-980, +167, +179)","(-82, +4, +65)",13749,【主力點火資】,False,True,True
3060,銘異,TSE,30.15,29.87,34.36,175,5,"(-37, +25, +175)","(-5, +1, +5)",2442,【主力點火資】,False,True,True
1308,亞聚,TSE,14.6,14.45,14.58,174,0,"(-38, -109, +174)","(+0, +0, +0)",2443,【主力點火資】,False,True,False
1101,台泥,TSE,23.85,23.83,23.37,161,-98,"(+393, -1482, +161)","(+38, +49, -98)",28671,【主力點火資】,False,True,False
6206,飛捷,TSE,126.5,117.2,121.78,161,17,"(-64, -58, +161)","(+0, +0, +17)",1418,【主力點火資】,False,True,False
6695,芯鼎,TSE,55.9,54.86,56.69,157,-3,"(-41, -30, +157)","(+2, +6, -3)",1791,【主力點火資】,False,True,True
3615,安可,OTC,41.4,41.35,47.0,157,-3,"(-139, +105, +157)","(+6, +5, -3)",1251,【主力點火資】,False,True,True
6259,百徽,OTC,36.4,34.44,37.67,156,0,"(+16, -16, +156)","(-3, +0, +0)",1658,【主力點火資】,False,True,True
8155,博智,OTC,309.0,304.1,344.97,155,1,"(-97, +11, +155)","(-13, -7, +1)",1497,【主力點火資】,False,True,True
2890,永豐金,TSE,40.4,40.03,40.13,153,0,"(+218, +12, +153)","(+0, +0, +0)",52080,【主力點火資】,False,True,False
8996,高力,TSE,1080.0,1034.8,1275.95,143,16,"(-182, +115, +143)","(-37, -41, +16)",2179,【主力點火資】,False,True,True
2363,矽統,TSE,59.0,58.56,65.76,141,-7,"(-483, +156, +141)","(-35, +7, -7)",7810,【主力點火資】,False,True,True
6719,力智,TSE,246.5,230.41,259.77,137,1,"(-215, +64, +137)","(+0, +19, +1)",1851,【主力點火資】,False,True,True
6442,光聖,TSE,1385.0,1303.0,1483.12,130,7,"(-360, +54, +130)","(+3, -3, +7)",1645,【主力點火資】,False,True,True
3706,神達,TSE,91.2,89.82,89.12,129,-58,"(-350, +195, +129)","(-21, -26, -58)",12307,【主力點火資】,False,True,False
1597,直得,TSE,129.0,128.5,139.5,127,0,"(-657, -102, +127)","(+2, -1, +0)",1012,【主力點火資】,False,True,True
4989,榮科,TSE,72.5,71.0,86.3,127,155,"(-1116, +862, +127)","(+540, +857, +155)",7429,【主力點火資】,False,True,True
2637,慧洋-KY,TSE,83.6,81.14,78.59,120,10,"(-86, +47, +120)","(-4, +2, +10)",2183,【主力點火資】,False,True,False
8271,宇瞻,TSE,196.5,189.9,187.5,119,30,"(-2, -61, +119)","(+22, -2, +30)",4540,【主力點火資】,False,True,False
2395,研華,TSE,596.0,542.17,510.94,118,-34,"(+4, +320, +118)","(+5, -3, -34)",4438,【主力點火資】,False,True,False
6415,矽力*-KY,TSE,483.5,456.1,538.95,118,6,"(-259, +55, +118)","(+0, +8, +6)",5417,【主力點火資】,False,True,True
2355,敬鵬,TSE,43.25,43.05,48.47,117,25,"(-809, -119, +117)","(+0, +4, +25)",4485,【主力點火資】,False,True,True
3163,波若威,OTC,730.0,678.4,740.0,114,-24,"(-743, +51, +114)","(-36, -5, -24)",2204,【主力點火資】,False,True,True
3450,聯鈞,TSE,458.5,437.4,494.15,113,-20,"(-1286, +165, +113)","(-104, +37, -20)",5117,【主力點火資】,False,True,True
2385,群光,TSE,106.5,104.3,105.3,110,0,"(-49, -42, +110)","(-2, -1, +0)",5476,【主力點火資】,False,True,False
6505,台塑化,TSE,85.1,81.9,64.8,110,-750,"(-963, +2284, +110)","(+813, +474, -750)",106564,【主力點火資】,False,True,False
3017,奇鋐,TSE,2265.0,2229.0,2375.25,108,-1,"(+104, -48, +108)","(-5, +3, -1)",4267,【主力點火資】,False,True,True
3045,台灣大,TSE,112.5,111.6,111.31,106,-10,"(-123, -98, +106)","(+0, +1, -10)",18511,【主力點火資】,False,True,False
2330,台積電,TSE,2400.0,2378.0,2415.5,105,1,"(-825, -725, +105)","(+42, -25, +1)",41850,【主力點火資】,False,True,True
2327,國巨*,TSE,703.0,695.6,901.55,103,157,"(-3311, +2103, +103)","(-243, -663, +157)",53013,【主力點火資】,False,True,True
2913,農林,TSE,11.4,11.34,11.18,93,1,"(-162, -91, +93)","(+0, +0, +1)",2568,【主力點火資】,False,True,False
4916,事欣科,TSE,106.5,104.74,107.4,93,-75,"(-59, -90, +93)","(+26, +9, -75)",5931,【主力點火資】,False,True,True
6693,廣閎科,OTC,193.5,192.3,226.24,93,0,"(-396, +62, +93)","(-1, +0, +0)",1031,【主力點火資】,False,True,True
2233,宇隆,TSE,216.0,214.7,233.22,84,1,"(-379, +29, +84)","(+2, +3, +1)",1157,【主力點火資】,False,True,True
6197,佳必琪,TSE,315.0,310.7,341.88,82,3,"(-13, +240, +82)","(+84, +112, +3)",2368,【主力點火資】,False,True,True
3455,由田,OTC,201.5,200.6,227.82,82,-8,"(-155, +115, +82)","(+18, +1, -8)",1391,【主力點火資】,False,True,True
5289,宜鼎,OTC,1360.0,1309.0,1513.25,82,-8,"(-102, +59, +82)","(+10, +1, -8)",2316,【主力點火資】,False,True,True
9938,百和,TSE,47.1,46.76,45.66,80,-6,"(+13, +87, +80)","(+0, +6, -6)",2403,【主力點火資】,False,True,False
8299,群聯,OTC,1915.0,1854.0,2143.67,77,-1,"(-280, -28, +77)","(-4, +11, -1)",4574,【主力點火資】,False,True,True
6789,采鈺,TSE,492.0,486.4,508.62,74,11,"(-195, -17, +74)","(-66, +16, +11)",2061,【主力點火資】,False,True,True
4171,瑞基,OTC,19.2,18.48,17.35,73,0,"(+403, -1, +73)","(-4, +0, +0)",1029,【主力點火資】,False,True,False
8081,致新,TSE,253.0,245.6,281.63,72,0,"(-20, +62, +72)","(+1, +0, +0)",1612,【主力點火資】,False,True,True
1503,士電,TSE,211.5,203.4,223.0,71,0,"(-139, -43, +71)","(+0, +0, +0)",2326,【主力點火資】,False,True,True
1795,美時,TSE,192.5,191.6,196.0,71,-1,"(-1, +50, +71)","(+5, -2, -1)",1693,【主力點火資】,False,True,True
5871,中租-KY,TSE,123.0,121.8,117.22,70,-1,"(-176, +40, +70)","(-2, +0, -1)",12412,【主力點火資】,False,True,False
1563,巧新,TSE,62.8,61.68,63.41,69,0,"(+239, +240, +69)","(-1, -1, +0)",1468,【主力點火資】,False,True,True
1536,和大,TSE,52.3,50.87,51.12,67,50,"(-25, -30, +67)","(-1, -2, +50)",2252,【主力點火資】,False,True,False
3015,全漢,TSE,57.1,56.42,62.35,66,0,"(-63, +31, +66)","(+1, +0, +0)",1163,【主力點火資】,False,True,True
8069,元太,OTC,194.5,183.33,192.15,65,-5,"(-144, +86, +65)","(+7, +27, -5)",7848,【主力點火資】,False,True,False
3041,揚智,TSE,24.05,24.0,26.48,64,0,"(+163, -1, +64)","(+0, +0, +0)",1439,【主力點火資】,False,True,True
2305,全友,TSE,33.75,32.91,36.32,63,-6,"(+79, -388, +63)","(-17, -3, -6)",4874,【主力點火資】,False,True,True
6026,福邦證,OTC,14.6,14.37,15.28,63,0,"(-53, +47, +63)","(+0, +0, +0)",1485,【主力點火資】,False,True,True
6451,訊芯-KY,TSE,444.0,436.2,505.95,62,0,"(-1030, +401, +62)","(-31, -9, +0)",2825,【主力點火資】,False,True,True
2399,映泰,TSE,39.45,38.45,45.93,60,6,"(-286, -14, +60)","(-29, -28, +6)",2925,【主力點火資】,False,True,True
3324,雙鴻,OTC,908.0,901.4,948.6,58,64,"(-122, -52, +58)","(+27, -15, +64)",2282,【主力點火資】,False,True,True
5351,鈺創,OTC,90.4,89.56,90.98,57,59,"(+670, +731, +57)","(-134, +148, +59)",27625,【主力點火資】,False,True,True
3094,聯傑,TSE,38.15,38.06,39.6,55,20,"(-114, +165, +55)","(-32, +36, +20)",5355,【主力點火資】,False,True,True
3030,德律,TSE,298.5,294.2,308.0,54,-3,"(-229, -19, +54)","(-9, +10, -3)",1772,【主力點火資】,False,True,True
3380,明泰,TSE,30.8,30.47,32.49,54,-6,"(-43, -1, +54)","(-1, +7, -6)",2070,【主力點火資】,False,True,True
8210,勤誠,TSE,1150.0,1133.0,1199.5,54,0,"(-49, -45, +54)","(+3, -2, +0)",1046,【主力點火資】,False,True,True
4540,全球傳動,TSE,53.4,52.53,57.16,53,19,"(-122, -19, +53)","(+21, +29, +19)",1216,【主力點火資】,False,True,True
4977,眾達-KY,TSE,134.0,132.16,149.73,53,8,"(-412, +81, +53)","(+0, +0, +8)",1435,【主力點火資】,False,True,True
9939,宏全,TSE,132.0,128.8,124.24,52,1,"(+163, +108, +52)","(+0, +3, +1)",2306,【主力點火資】,False,True,False
4973,廣穎,OTC,144.5,142.4,160.47,50,-2,"(-233, +35, +50)","(+3, -4, -2)",1537,【主力點火資】,False,True,True
2379,瑞昱,TSE,743.0,727.0,775.3,41,-49,"(-59, -28, +41)","(-11, +60, -49)",4932,【主力點火資】,False,True,True
6196,帆宣,TSE,548.0,547.6,555.6,39,-4,"(-18, +4, +39)","(+8, +7, -4)",1863,【主力點火資】,False,True,True
8222,寶一,TSE,39.9,39.34,39.63,39,-4,"(+32, -4, +39)","(-2, +36, -4)",2382,【主力點火資】,False,True,False
6138,茂達,OTC,340.0,315.9,359.3,38,-10,"(-140, +60, +38)","(+5, +5, -10)",1647,【主力點火資】,False,True,True
3652,精聯,TSE,31.6,30.62,33.77,37,0,"(+53, -46, +37)","(+0, +0, +0)",1213,【主力點火資】,False,True,True
5608,四維航,TSE,13.85,13.83,14.3,36,0,"(-497, -3, +36)","(+5, -5, +0)",1552,【主力點火資】,False,True,True
3491,昇達科,OTC,1300.0,1274.0,1270.25,36,0,"(-17, +0, +36)","(+0, +0, +0)",3078,【主力點火資】,False,True,False
2892,第一金,TSE,34.4,34.17,33.39,34,0,"(-622, -905, +34)","(-3, +0, +0)",38187,【主力點火資】,False,True,False
2465,麗臺,TSE,82.5,78.34,78.11,33,13,"(+15, +16, +33)","(+60, -1, +13)",1426,【主力點火資】,False,True,False
2436,偉詮電,TSE,61.3,59.28,67.17,30,216,"(-114, +25, +30)","(-4, +84, +216)",2794,【主力點火資】,False,True,True
2867,三商壽,TSE,9.28,9.18,8.78,30,-6,"(+37, -277, +30)","(+18, +2, -6)",23359,【主力點火資】,False,True,False
6412,群電,TSE,82.2,81.3,88.52,30,0,"(-22, -1, +30)","(+14, +0, +0)",1065,【主力點火資】,False,True,True
3081,聯亞,OTC,1665.0,1543.0,1751.08,28,10,"(-133, +120, +28)","(+6, +3, +10)",1651,【主力點火資】,False,True,True
5386,青雲,OTC,265.5,252.66,274.65,28,-3,"(+35, -19, +28)","(+23, +30, -3)",1791,【主力點火資】,False,True,True
2441,超豐,TSE,127.5,127.3,135.43,27,-107,"(-1239, +161, +27)","(+9, -3, -107)",7295,【主力點火資】,False,True,True
5243,乙盛-KY,TSE,90.7,90.3,97.25,27,-2,"(-363, +13, +27)","(+0, +0, -2)",1531,【主力點火資】,False,True,True
2342,茂矽,TSE,42.95,42.69,50.24,24,31,"(-261, -30, +24)","(-37, -34, +31)",3114,【主力點火資】,False,True,True
5434,崇越,TSE,565.0,562.8,527.05,24,0,"(-19, -5, +24)","(+0, -1, +0)",2413,【主力點火資】,False,True,False
6244,茂迪,OTC,26.4,25.83,26.47,23,0,"(-182, -106, +23)","(+0, +0, +0)",3581,【主力點火資】,False,True,True
3653,健策,TSE,3500.0,3348.56,3297.36,21,2,"(-47, +66, +21)","(+0, +0, +2)",1498,【主力點火資】,False,True,False
5490,同亨,OTC,33.45,30.59,29.47,21,8,"(+3, +50, +21)","(+0, +1, +8)",1428,【主力點火資】,False,True,False
2915,潤泰全,TSE,51.5,51.28,50.32,20,0,"(+38, -11, +20)","(+7, -6, +0)",3605,【主力點火資】,False,True,False
1612,宏泰,TSE,31.4,31.33,33.34,19,0,"(-39, -14, +19)","(+54, +0, +0)",1184,【主力點火資】,False,True,True
8016,矽創,TSE,299.5,288.5,321.7,17,1,"(-48, +30, +17)","(-2, +0, +1)",1282,【主力點火資】,False,True,True
6432,今展科,OTC,73.0,69.58,74.38,17,3,"(-44, -3, +17)","(-9, -39, +3)",1286,【主力點火資】,False,True,True
6015,宏遠證,OTC,16.6,16.56,17.31,16,12,"(-145, -31, +16)","(-29, +9, +12)",1528,【主力點火資】,False,True,True
3056,富華新,TSE,14.85,14.62,14.68,15,0,"(-71, +0, +15)","(+0, +0, +0)",1201,【主力點火資】,False,True,False
3406,玉晶光,TSE,529.0,527.2,609.4,15,2,"(-50, +54, +15)","(+2, +12, +2)",1622,【主力點火資】,False,True,True
3702,大聯大,TSE,118.0,111.8,110.12,15,-278,"(+57, -51, +15)","(+264, +248, -278)",11051,【主力點火資】,False,True,False
2383,台光電,TSE,5125.0,4767.0,5230.75,14,34,"(-33, +97, +14)","(-37, +5, +34)",2305,【主力點火資】,False,True,True
9934,成霖,TSE,10.9,10.79,10.45,13,0,"(+119, +10, +13)","(+1, +0, +0)",1173,【主力點火資】,False,True,False
2641,正德,OTC,17.3,17.13,17.67,13,0,"(-94, -73, +13)","(+24, +0, +0)",1637,【主力點火資】,False,True,True
3479,安勤,OTC,150.0,143.4,141.23,13,47,"(-28, +273, +13)","(-33, +32, +47)",3542,【主力點火資】,False,True,False
2880,華南金,TSE,41.25,40.3,38.72,12,32,"(-126, -18, +12)","(-1, +1, +32)",32903,【主力點火資】,False,True,False
4915,致伸,TSE,66.3,65.72,67.08,9,-3,"(-11, -54, +9)","(+28, +4, -3)",2736,【主力點火資】,False,True,True
1513,中興電,TSE,162.5,161.6,167.71,8,5,"(-67, -52, +8)","(-5, -7, +5)",3751,【主力點火資】,False,True,True
3305,昇貿,TSE,112.0,111.5,124.02,8,0,"(-347, -66, +8)","(-5, -2, +0)",1989,【主力點火資】,False,True,True
8074,鉅橡,OTC,57.0,56.9,63.63,8,-1,"(-127, +11, +8)","(+4, +0, -1)",1046,【主力點火資】,False,True,True
6188,廣明,OTC,71.7,71.46,75.98,7,-2,"(-110, -12, +7)","(-4, +1, -2)",1038,【主力點火資】,False,True,True
8050,廣積,OTC,61.2,59.12,57.03,6,0,"(+19, +203, +6)","(-2, +0, +0)",2545,【主力點火資】,False,True,False
3312,弘憶股,TSE,48.9,48.79,55.43,4,20,"(-208, -4, +4)","(-1, +12, +20)",1234,【主力點火資】,False,True,True
9958,世紀鋼,TSE,115.5,114.6,116.42,4,0,"(-113, -153, +4)","(+0, +0, +0)",1796,【主力點火資】,False,True,True
8110,華東,TSE,44.35,43.76,50.16,3,35,"(-768, +43, +3)","(+5, +16, +35)",4874,【主力點火資】,False,True,True
3023,信邦,TSE,317.0,308.8,320.82,2,0,"(-7, -6, +2)","(+0, +2, +0)",1303,【主力點火資】,False,True,True
2492,華新科,TSE,300.0,299.8,453.35,1,12,"(-179, +274, +1)","(-1, +125, +12)",4391,【主力點火資】,False,True,True
3481,群創,TSE,52.5,52.7,62.1,4150,-1952,"(-3861, +18966, +4150)","(-4427, +1908, -1952)",309896,【散戶套牢資 / 留意斷頭】,False,False,True
2409,友達,TSE,25.8,26.05,29.08,3774,3964,"(-721, +2254, +3774)","(-2900, -2691, +3964)",186337,【散戶套牢資 / 留意斷頭】,False,False,True
2634,漢翔,TSE,64.4,65.32,59.52,3413,434,"(+2994, -2201, +3413)","(+322, +659, +434)",81888,一般資增,False,False,False
1718,中纖,TSE,12.35,13.37,13.54,2727,132,"(-252, -369, +2727)","(+14, -115, +132)",27570,【散戶套牢資 / 留意斷頭】,False,False,True
2303,聯電,TSE,139.0,141.5,156.24,1689,-428,"(-11151, +7376, +1689)","(-7128, -857, -428)",212198,【散戶套牢資 / 留意斷頭】,False,False,True
6770,力積電,TSE,67.9,68.28,72.71,1411,429,"(-6043, +1793, +1411)","(-1413, +613, +429)",237449,【散戶套牢資 / 留意斷頭】,False,False,True
6488,環球晶,OTC,1240.0,1264.0,1233.0,1106,12,"(+731, +710, +1106)","(-77, +75, +12)",10721,一般資增,False,False,False
2382,廣達,TSE,329.0,329.3,350.64,1045,-9,"(+232, +307, +1045)","(-472, -116, -9)",29224,【散戶套牢資 / 留意斷頭】,False,False,True
6226,光鼎,TSE,19.1,21.06,23.08,950,1,"(-122, +206, +950)","(-25, -25, +1)",6564,【散戶套牢資 / 留意斷頭】,False,False,True
2313,華通,TSE,208.0,212.9,224.15,865,461,"(-3491, -468, +865)","(-1486, +973, +461)",37953,【散戶套牢資 / 留意斷頭】,False,False,True
8021,尖點,TSE,418.5,433.6,505.22,817,23,"(-533, +248, +817)","(-6, -14, +23)",3860,【散戶套牢資 / 留意斷頭】,False,False,True
3042,晶技,TSE,169.0,169.8,194.6,712,3,"(-2027, +666, +712)","(-9, -118, +3)",15319,【散戶套牢資 / 留意斷頭】,False,False,True
3024,憶聲,TSE,13.2,13.73,12.61,670,53,"(-210, +41, +670)","(+4, -7, +53)",6599,一般資增,False,False,False
1586,和勤,OTC,18.0,18.04,18.93,502,-204,"(+291, +251, +502)","(-1481, -328, -204)",1679,【散戶套牢資 / 留意斷頭】,False,False,True
1314,中石化,TSE,8.42,8.57,8.83,423,-34,"(-1475, -3977, +423)","(+6, +185, -34)",56467,【散戶套牢資 / 留意斷頭】,False,False,True
5371,中光電,OTC,86.0,86.08,88.56,415,387,"(-42, +220, +415)","(+93, +275, +387)",35101,【散戶套牢資 / 留意斷頭】,False,False,True
1905,華紙,TSE,14.25,14.28,15.65,385,16,"(+177, -118, +385)","(-11, -21, +16)",2486,【散戶套牢資 / 留意斷頭】,False,False,True
1815,富喬,OTC,80.5,81.52,94.36,378,-11,"(-2647, +674, +378)","(+171, -218, -11)",12395,【散戶套牢資 / 留意斷頭】,False,False,True
2845,遠東銀,TSE,13.35,13.4,13.23,349,0,"(+46, -45, +349)","(-1, -24, +0)",11596,一般資增,False,False,False
1102,亞泥,TSE,32.45,32.97,33.19,314,0,"(+2, -1, +314)","(+0, +0, +0)",23164,【散戶套牢資 / 留意斷頭】,False,False,True
2371,大同,TSE,26.4,26.42,27.14,269,-9,"(-273, -200, +269)","(+4, +26, -9)",9207,【散戶套牢資 / 留意斷頭】,False,False,True
2527,宏璟,TSE,49.05,49.52,43.76,256,-51,"(+278, +87, +256)","(+45, +3, -51)",3392,一般資增,False,False,False
1310,台苯,TSE,10.15,10.18,10.46,238,14,"(-13, -945, +238)","(-18, -4, +14)",5203,【散戶套牢資 / 留意斷頭】,False,False,True
2368,金像電,TSE,940.0,955.8,1103.45,235,-2,"(-171, +273, +235)","(+68, +1, -2)",5360,【散戶套牢資 / 留意斷頭】,False,False,True
4716,大立,OTC,18.45,18.75,21.93,224,0,"(-87, -9, +224)","(-11, -15, +0)",1172,【散戶套牢資 / 留意斷頭】,False,False,True
1909,榮成,TSE,10.1,10.13,10.11,212,-19,"(+12, +147, +212)","(-1, +22, -19)",3013,【散戶套牢資 / 留意斷頭】,False,False,True
